No.,Place  of measurement,Place  of measurement,Type of place,Type of place,Description,75-87,"87-109
FM","109-300 VHF-TV, CB, AirCom",300 - 450 TETRA,"450-860
UHF-TV, LTE-800","860-1000
GSM-900","1000 - 1700 Navigation, GPS, DAB","1700-2200 GSM-1800, UMTS","2200-3000 WiFi, LTE-2600","75-3000
TOTAL",Location,"Coordinates (Latitude,Longtitude)"
715,PK,Street,O,U,,0.02443,0.11324,0.05435,0.03688,0.06658,0.03961,0.06305,0.16115,0.15016,0.276,,
716,PK,Street,O,U,,0.02637,0.17701,0.0547,0.0364,0.18433,0.21873,0.06303,0.46976,0.15011,0.604,,
717,PK,Room,I,SU,1F,0.02342,0.02841,0.05339,0.0455,0.93117,1.11262,0.06203,0.56812,0.14764,1.568,A.001.11.01.2019-COSMOTE_MARATHONAS,
718,PK,Room,I,SU,1F,0.02471,0.02953,0.05624,0.05862,1.32199,2.48541,0.06524,0.32876,0.15964,2.841,,
719,PK,Room,I,SU,2F,0.02399,0.02946,0.05434,0.03667,0.65896,0.58863,0.06302,0.57159,0.1567,1.068,,
720,PK,Room,I,SU,1F,0.02385,0.02926,0.05457,0.03628,0.19483,0.2254,0.06325,0.15678,0.15075,0.382,,
721,PK,RT,O,R,3F,0.10086,0.929,0.1371,0.09612,1.11156,2.91875,0.15971,4.20161,0.38951,5.337,A.002.13.05.2019-COSMOTE_FYLIS,
722,PK,RT,O,R,3F,0.06446,0.34435,0.13395,0.09504,1.64834,1.88225,0.15639,4.22778,0.38305,4.945,,
723,PK,RT,O,R,3F,0.07339,0.81676,0.13382,0.0906,1.16416,1.78099,0.15618,4.26931,0.38188,4.86,,
724,PK,Room,I,R,2F,0.02852,0.20303,0.05447,0.03688,0.3793,0.33537,0.063,0.59365,0.15629,0.827,,
725,PK,Street,O,R,,0.02558,0.11868,0.05441,0.03771,0.12695,0.21856,0.06295,0.44637,0.15593,0.557,,
726,Airport,RT,O,R,,0.02485,0.07766,0.05595,0.03605,0.60475,0.9915,0.06295,1.56944,0.14999,1.962,A.003.20.06.2019-COSMOTE_KALAMATA Airport ,
727,Airport,RT,O,R,,0.02491,0.07856,0.11679,0.03715,1.08308,1.69703,0.08253,2.43619,0.14992,3.168,,
728,Airport,RT,O,R,,0.02695,0.08543,0.12224,0.03945,1.12342,1.2244,0.06575,1.76154,0.1554,2.433,,
729,Airport,RT,O,R,,0.02439,0.05538,0.15736,0.03635,0.52689,0.81721,0.06308,0.9473,0.15133,1.378,,
730,Airport,Grafeio,I,R,,0.02375,0.02837,0.05444,0.1986,0.04616,0.02955,0.06259,0.0886,0.15627,0.288,,
731,Airport,Street,O,R,,0.02427,0.0448,0.07298,0.26711,0.26693,0.38243,0.06302,0.44182,0.14974,0.72,,
732,Airport,Street,O,R,,0.02428,0.04434,0.06757,0.03732,0.32821,0.3813,0.06274,0.39858,0.14917,0.668,,
733,Airport,Room,I,R,,0.02398,0.02877,0.05808,0.20616,0.04733,0.03018,0.06277,0.07502,0.17658,0.302,,
734,Airport,Street,O,R,,0.0242,0.03362,0.0548,0.03649,0.06734,0.06977,0.06346,0.17559,0.15263,0.271,,
735,Airport,Street,O,R,,0.02425,0.03114,0.0561,0.04169,0.05941,0.05951,0.06354,0.13094,0.15238,0.241,,
736,Airport,RT,O,R,,0.02413,0.11228,0.05438,0.03737,0.71017,0.44145,0.06346,1.01164,0.15027,1.329,A.004.27.08.2019-COSMOTE_AGXIALOU Airport,
737,Airport,RT,O,R,,0.02424,0.12136,0.05482,0.03699,1.21446,0.97952,0.06343,1.51835,0.15673,2.188,,
738,Airport,RT,O,R,,0.02444,0.11053,0.05469,0.03662,1.53481,0.59524,0.06377,1.74733,0.17461,2.411,,
739,Airport,RT,O,R,,0.0241,0.09891,0.05503,0.03638,0.7169,0.59784,0.06338,0.86316,0.15151,1.288,,
740,Airport,RT,O,R,,0.02452,0.08554,0.05492,0.03639,1.6068,1.03967,0.06332,2.12078,0.15109,2.863,,
741,Airport,RT,O,R,,0.02454,0.12237,0.05489,0.03623,0.73564,0.4959,0.0629,0.79378,0.15038,1.21,,
742,Airport,Street,O,R,,0.02392,0.03289,0.05482,0.03634,0.06347,0.04678,0.06334,0.0832,0.15087,0.214,,
743,Airport,Street,O,R,,0.02426,0.03455,0.05504,0.03652,0.05178,0.03533,0.06325,0.07597,0.15189,0.207,,
744,Airport,Street,O,R,,0.02411,0.04781,0.05475,0.03646,0.18416,0.22207,0.06306,0.26827,0.15126,0.435,,
745,Airport,Room,I,R,,0.02414,0.02945,0.05477,0.03641,0.05351,0.0381,0.06322,0.07877,0.15195,0.208,,
746,Airport,Grafeio,I,R,,0.02402,0.02908,0.05495,0.03648,0.04593,0.02739,0.06348,0.07487,0.16222,0.211,,
747,Airport,Room,I,R,,0.02402,0.0669,0.05482,0.03672,0.06163,0.04683,0.06347,0.08255,0.15157,0.222,,
748,Airport,Room,I,R,,0.02374,0.0625,0.05459,0.03672,0.12198,0.07582,0.06309,0.10357,0.16264,0.266,,
749,Airport,Grafeio,I,R,,0.0255,0.02964,0.0579,0.03707,0.20025,0.37507,0.06161,0.32403,0.14299,0.562,A.005.28.08.2019-COSMOTE_SKYROU Airport ,
750,Airport,Grafeio,I,R,,0.02639,0.0304,0.05945,0.0383,0.33135,0.56973,0.06337,0.38363,0.14462,0.783,,
751,Airport,Room,I,R,,0.02654,0.0307,0.05954,0.03855,0.27349,0.38676,0.06618,0.35261,0.14786,0.618,,
752,Airport,Room,I,R,,0.02923,0.03087,0.05942,0.03881,0.82427,1.20745,0.06461,0.79479,0.14376,1.674,,
753,Airport,Street,O,R,,0.03426,0.03953,0.07668,0.04933,1.0646,2.38387,0.08189,2.44988,0.18335,3.587,,
754,Airport,Street,O,R,,0.0242,0.02785,0.05342,0.03487,0.05861,0.10443,0.05635,0.09699,0.12772,0.221,,
755,Airport,Room,I,R,,0.02442,0.02812,0.05293,0.03464,0.06673,0.11758,0.05936,0.08284,0.12742,0.224,,
756,Airport,Street,O,R,,0.0243,0.02786,0.05806,0.03458,0.0488,0.05503,0.06329,0.06126,0.12773,0.188,,
757,Airport,Street,O,R,,0.02437,0.0276,0.05697,0.03445,0.07727,0.15571,0.06374,0.07576,0.12764,0.249,,
758,Airport,Street,O,R,,0.02397,0.02768,0.05482,0.03454,0.29948,0.3519,0.0577,0.40234,0.12722,0.633,,
759,Airport,RT,O,R,,0.02458,0.0862,0.05483,0.03622,0.46864,0.51269,0.06337,0.55239,0.17254,0.913,A.006.17.09.2019-COSMOTE_ARAXOU Airport ,
760,Airport,RT,O,R,,0.0244,0.04559,0.05474,0.03663,0.80698,1.21943,0.06339,0.78786,0.16531,1.673,,
761,Airport,RT,O,R,,0.04839,0.071,0.10973,0.07205,1.72144,4.20638,0.12781,3.23265,0.30517,5.589,,
762,Airport,RT,O,R,,0.02398,0.03912,0.0544,0.03604,0.5687,1.6208,0.06293,0.99442,0.15692,1.994,,
763,Airport,Street,O,R,,0.02413,0.03178,0.05447,0.03602,0.76358,1.74116,0.06277,1.19641,0.14983,2.254,,
764,Airport,Street,O,R,,0.02398,0.03904,0.05407,0.03594,0.54861,0.92679,0.06239,0.65211,0.14835,1.272,,
765,Airport,Street,O,R,,0.02366,0.03823,0.0541,0.03589,0.66567,0.84629,0.06238,0.51964,0.14836,1.209,,
766,Airport,Grafeio,I,R,,0.02388,0.02865,0.0541,0.03584,0.09812,0.10274,0.06242,0.07702,0.14881,0.24,,
767,Airport,Room,I,R,,0.02374,0.02838,0.05411,0.03592,0.09329,0.19265,0.06256,0.11642,0.15013,0.302,,
768,Airport,Room,I,R,,0.02398,0.02851,0.05424,0.036,0.0504,0.03583,0.0626,0.09118,0.15076,0.211,,
769,Airport,Room,I,R,,0.0239,0.02888,0.05431,0.03602,0.13694,0.04738,0.06284,0.1403,0.14984,0.27,,
770,Airport,Street,O,R,,0.02428,0.03091,0.05479,0.03622,0.07114,0.11018,0.06288,0.10032,0.15046,0.244,,
771,Airport,Street,O,R,,0.02385,0.03031,0.05456,0.03618,0.20495,0.21657,0.06313,0.25113,0.15064,0.429,,
772,,Street,O,SU,,0.02533,0.03049,0.05774,0.03423,0.13079,0.23085,0.05827,0.13361,0.15723,0.35,A.007.03.10.2019-COSMOTE_FOINIKI,
773,,Street,O,SU,,0.0256,0.04351,0.05802,0.03437,0.23908,0.43561,0.05838,0.3429,0.15829,0.633,,
774,,Street,O,SU,,0.02536,0.03435,0.05785,0.03482,0.08823,0.11173,0.05819,0.14454,0.15715,0.275,,
775,,Street,O,SU,,0.02571,0.03287,0.05845,0.03467,0.04892,0.04757,0.0588,0.07224,0.15928,0.212,,
776,,Street,O,SU,,0.02599,0.0678,0.05851,0.03705,0.11232,0.03873,0.05889,0.07246,0.15943,0.242,,
777,,Street,O,U,,0.02954,0.26,0.05801,0.03441,0.06967,0.02627,0.05887,0.1167,0.15859,0.348,A.008.04.10.2019-COSMOTE_AG. PARASKEVI,
778,,Street,O,U,,0.03426,0.44239,0.05865,0.03479,0.0805,0.02958,0.05892,0.08835,0.1593,0.496,,
779,,Street,O,U,,0.0274,0.1648,0.05802,0.03547,0.0735,0.03618,0.05884,0.16314,0.15901,0.308,,
780,,Street,O,U,,0.02826,0.19189,0.05836,0.03463,0.07084,0.14067,0.05885,0.2822,0.15882,0.419,,
781,,Street,O,U,,0.03013,0.2003,0.05864,0.03515,0.08076,0.15974,0.05908,0.24629,0.15992,0.409,,
782,,Street,O,U,,0.02837,0.20839,0.05801,0.03646,0.09483,0.18722,0.0586,0.59178,0.15909,0.687,,
783,,Street,O,U,,0.02936,0.18754,0.05803,0.03448,0.06777,0.08067,0.05872,0.16951,0.15948,0.331,,
784,,Street,O,U,,0.02708,0.0863,0.05833,0.03502,0.0503,0.02587,0.05918,0.0924,0.16112,0.232,,
785,,Street,O,U,,0.02695,0.1621,0.05863,0.03468,0.06683,0.04773,0.05878,0.08723,0.15946,0.274,,
786,,Street,O,U,,0.02594,0.1228,0.0587,0.03488,0.05825,0.02829,0.05882,0.16928,0.16051,0.287,,
787,,Street,O,U,,0.02691,0.08972,0.05875,0.03495,0.05339,0.06724,0.05904,0.10424,0.16028,0.247,,
788,,Street,O,U,,0.03128,0.17993,0.05846,0.03483,0.09958,0.02504,0.05891,0.07408,0.1606,0.289,,
789,,Street,O,U,,0.03332,0.1769,0.05889,0.03477,0.09098,0.0261,0.05913,0.0787,0.16134,0.286,,
790,,Street,O,U,,0.04011,0.33091,0.05887,0.03472,0.07655,0.02582,0.0587,0.12155,0.15931,0.407,,
791,,Street,O,U,,0.03403,0.24759,0.05785,0.03449,0.07047,0.02599,0.05853,0.08307,0.15888,0.329,,
792,,Street,O,U,,0.03008,0.15539,0.05833,0.03488,0.06132,0.02877,0.05896,0.07902,0.16055,0.264,,
793,,B,I,U,1F,0.02566,0.06175,0.05793,0.03522,0.12897,0.22644,0.05857,0.14358,0.16175,0.357,A.009.25.11.2019-COSMOTE_RAFINA,
794,,B,I,U,1F,0.02591,0.04559,0.05823,0.03533,0.21423,0.30785,0.05881,0.14158,0.15899,0.444,,
795,,RT,O,U,,0.02701,0.06361,0.06029,0.03603,1.54075,2.42307,0.06077,0.9743,0.16462,3.039,,
796,,B,I,U,2F,0.02565,0.07127,0.05831,0.03488,0.20361,0.40186,0.05855,0.42692,0.15816,0.651,,
797,,B,I,U,3F,0.02537,0.04152,0.05863,0.0348,0.1534,0.1637,0.05882,0.2341,0.15884,0.375,,
798,,Room,I,U,1F,0.02592,0.03723,0.05831,0.03482,1.1207,1.74933,0.05889,0.84044,0.15919,2.249,,
799,,Street,O,R,,0.02432,0.04274,0.05762,0.03563,0.54614,0.66157,0.05812,0.37753,0.15809,0.956,A.010.09.12.2019-COSMOTE_ALEPOXORI,
800,,Street,O,R,,0.02573,0.03756,0.05777,0.03505,0.28101,0.3441,0.05891,0.25987,0.16053,0.548,,
801,,Street,O,R,,0.02534,0.03789,0.05783,0.03548,0.10101,0.11206,0.05896,0.10234,0.15949,0.262,,
802,,Street,O,R,,0.02619,0.04094,0.05898,0.03612,0.39273,0.37422,0.05956,0.18739,0.16153,0.605,,
803,,Street,O,R,,0.02547,0.04225,0.0585,0.03696,0.28312,0.44387,0.05899,0.26861,0.15981,0.621,,
804,,Street,O,R,,0.02653,0.04022,0.05858,0.0359,0.11659,0.19548,0.05941,0.12094,0.16118,0.321,,
805,,Street,O,R,,0.04527,0.05362,0.10209,0.05988,2.35767,3.20048,0.10378,1.68484,0.27972,4.33,,
806,PK,RT,O,U,,0.05322,0.71357,0.06028,0.04553,1.88666,1.55637,0.06172,2.04073,2.36478,4.032,A.001.10.07.2020-COSMOTE_PFALIRO,
807,PK,RT,O,U,,0.09627,1.12015,0.08985,0.05766,1.5159,1.83451,0.09187,4.1927,4.15697,6.466,,
808,PK,RT,O,U,,0.06947,0.58242,0.10601,0.06527,1.27762,1.16286,0.10939,4.05939,1.95036,4.862,,
809,PK,Saloni,I,U,4F,0.03872,0.26492,0.05944,0.03624,0.17471,0.17973,0.06077,0.28702,0.20663,0.518,,
810,PK,Bed Room,I,U,4F,0.06818,0.72782,0.06014,0.03583,0.16817,0.11215,0.06098,0.12885,0.16844,0.793,,
811,PK,Bed Room,I,U,4F,0.05287,0.55894,0.06036,0.03657,0.12144,0.1047,0.06111,0.11366,0.17034,0.626,,
812,PK,Bed Room,I,U,4F,0.0359,0.30424,0.05976,0.03564,0.14801,0.10714,0.06111,0.13294,0.17384,0.429,,
813,PK,Room,I,U,4F,0.0387,0.31124,0.05995,0.03629,0.28096,0.24232,0.06129,0.37602,0.30645,0.693,,
814,PK,Room,I,U,3F,0.03826,0.36734,0.05985,0.03627,0.21537,0.09743,0.06089,0.15822,0.19106,0.512,,
815,PK,Room,I,U,2F,0.04235,0.41128,0.05969,0.03603,0.13337,0.0637,0.06092,0.12655,0.20136,0.508,,
816,PK,Room,I,U,1F,0.0344,0.34022,0.05949,0.03543,0.18919,0.05858,0.061,0.12932,0.16785,0.458,,
817,PK,Street,O,U,,0.03974,0.38889,0.0596,0.03724,0.11989,0.06863,0.06082,0.15439,0.18575,0.489,,
818,PK,Paidiki xara,O,U,,0.02909,0.1962,0.05924,0.03518,0.27066,0.14145,0.0608,0.28844,0.21951,0.522,,
819,PK,Street,O,U,,0.02986,0.15804,0.05875,0.03494,0.10282,0.08794,0.06024,0.21224,0.17868,0.36,,
820,PK,Street,O,U,,0.04096,0.47767,0.05962,0.03501,0.34167,0.17948,0.06081,0.25119,0.25452,0.718,,
821,PK,Street,O,U,,0.02525,0.03153,0.05756,0.0344,0.10307,0.14333,0.06299,2.35355,2.07618,3.145,A.006.24.11.2020-COSMOTE_GLYFADA,
822,PK,Street,O,U,,0.02799,0.03371,0.06332,0.03763,0.06448,0.05974,0.06636,1.43711,1.2916,1.937,,
823,PK,Street,O,U,,0.04268,0.05048,0.09641,0.05685,0.09686,0.07549,0.10094,3.56134,5.36462,6.442,,
824,PK,Entrance,I,U,Ground floor,0.02559,0.03029,0.05801,0.03438,0.04987,0.02773,0.05999,0.29211,0.23812,0.394,,
825,PK,B,I,U,1F,0.04976,0.06032,0.11335,0.06842,0.10109,0.07147,0.11837,4.84606,4.38686,6.541,,
826,PK,Room,I,U,1F,0.02554,0.03103,0.05839,0.03531,0.06764,0.03827,0.06022,1.32449,0.78889,1.547,,
827,PK,B,I,U,1F,0.02569,0.03215,0.05903,0.03671,0.05834,0.04836,0.06074,0.30814,0.27941,0.435,,
828,PK,B,I,U,1F,0.0257,0.03188,0.05896,0.03496,0.05239,0.02357,0.06059,0.09308,0.16596,0.223,,
829,PK,B,I,U,1F,0.02567,0.03274,0.05855,0.03763,0.06328,0.0569,0.06113,0.40347,0.35607,0.554,,
830,PK,B,I,U,3F,0.04755,0.55434,0.0648,0.03652,0.32039,0.06936,0.06054,1.21551,0.17162,1.39,A.007.24.11.2020-COSMOTE_DAFNH,
831,PK,Grafeio,I,U,3F,0.04045,0.60146,0.05947,0.03567,0.0942,0.07386,0.06023,0.39323,0.162,0.753,,
832,PK,Room,I,U,3F,0.03024,0.25586,0.05897,0.035,0.06467,0.03831,0.06028,0.28444,0.18764,0.443,,
833,PK,Bed Room,I,U,3F,0.07012,0.7887,0.06351,0.03716,0.16992,0.11567,0.06053,0.41894,0.16557,0.939,,
834,PK,RT,O,U,,0.07795,1.09404,0.07278,0.0537,0.18741,0.12886,0.07414,3.55167,0.2034,3.732,,
835,PK,RT,O,U,,0.08421,1.23149,0.06633,0.04345,0.25244,0.14043,0.06355,2.91288,0.18395,3.184,,
836,PK,RT,O,U,,0.07122,1.44305,0.06581,0.04389,0.21736,0.28311,0.06105,2.45756,0.17924,2.88,,
837,PK,RT,O,U,,0.10606,1.45159,0.06799,0.04397,0.20663,0.231,0.06645,2.78947,0.18229,3.169,,
838,PK,Street,O,U,,0.02559,0.07873,0.05762,0.03483,0.41175,0.31078,0.05971,0.32173,0.37382,0.724,A.008.25.11.2020-COSMOTE_KIFISIA,
839,PK,Street,O,U,,0.02758,0.1244,0.0584,0.03496,0.56705,0.60916,0.06023,0.23313,0.25881,0.916,,
840,PK,B,I,U,Ground floor,0.02598,0.07237,0.05827,0.03482,0.60121,0.77434,0.06004,0.39671,0.38029,1.13,,
841,PK,Room,I,U,Ground floor,0.02591,0.04879,0.05828,0.03475,0.3382,0.36499,0.06031,0.14634,0.18499,0.561,,
842,PK,B,I,U,Ground floor,0.02582,0.07272,0.05848,0.03553,0.66817,0.63558,0.06039,0.34323,0.38345,1.063,,
843,PK,Room,I,U,Ground floor,0.02588,0.05235,0.05837,0.03468,0.23222,0.20318,0.06029,0.14997,0.21725,0.42,,
844,PK,B,I,U,1F,0.02631,0.10496,0.05882,0.03612,0.83752,0.88289,0.06125,0.657,0.48977,1.474,,
845,PK,B,I,U,2F,0.03031,0.20083,0.05897,0.03719,1.41249,1.84578,0.06084,1.44243,0.38141,2.771,,
846,PK,Room,I,U,2F,0.02735,0.11342,0.05893,0.0351,0.77934,0.73821,0.0606,0.8564,0.23427,1.401,,
847,PK,B,I,U,1F,0.02677,0.10175,0.0589,0.03521,1.42093,1.15902,0.06081,0.85594,0.28533,2.048,,
848,PK,B,I,U,2F,0.0272,0.1533,0.05883,0.03602,1.38183,1.45673,0.0609,1.23402,0.32157,2.385,,
849,PK,Room,I,U,2F,0.02628,0.07741,0.05882,0.03519,1.8454,1.7111,0.06058,1.52691,0.48903,2.986,,
850,MALL,Room,I,U,Ground floor,0.02562,0.03395,0.05833,0.03715,0.47979,0.65057,0.06002,0.92731,0.48812,1.327,A.009.01.12.2020-COSMOTE_GOLDEN HALL,
851,MALL,Room,I,U,Ground floor,0.02573,0.03823,0.05868,0.06712,0.15506,0.13005,0.06017,0.37928,0.36694,0.577,,
852,MALL,Room,I,U,Ground floor,0.02723,0.03402,0.06069,0.03527,0.054,0.03037,0.06022,0.72207,1.08293,1.307,,
853,MALL,Room,I,U,Ground floor,0.02676,0.0319,0.05966,0.03545,0.04742,0.01883,0.06054,0.98971,0.90886,1.348,,
854,MALL,Room,I,U,Ground floor,0.03096,0.03429,0.06273,0.03576,0.04911,0.01994,0.06063,0.74628,0.83005,1.122,,
855,MALL,Room,I,U,Ground floor,0.02806,0.03785,0.06149,0.03618,0.04935,0.03637,0.0603,0.72503,0.95563,1.206,,
856,MALL,Room,I,U,1F,0.02687,0.03221,0.06051,0.03591,0.05138,0.0266,0.0603,0.8641,0.90769,1.259,,
857,MALL,Room,I,U,1F,0.02718,0.03581,0.06349,0.03749,0.05352,0.02815,0.0604,0.97303,0.89113,1.325,,
858,MALL,Room,I,U,1F,0.03193,0.04238,0.07286,0.04265,0.0577,0.0946,0.07382,1.48651,1.14836,1.886,,
859,MALL,Room,I,U,1F,0.02921,0.03696,0.06233,0.03596,0.04846,0.02206,0.06062,1.28696,0.96271,1.612,,
860,MALL,Room,I,U,Ground floor,0.02598,0.04946,0.05918,0.11085,0.66567,0.40932,0.06066,1.01403,0.36765,1.34,,
861,MALL,Room,I,U,Ground floor,0.02574,0.03222,0.05906,0.07085,0.13496,0.1257,0.06043,0.41877,0.4168,0.63,,
862,MALL,Room,I,U,Ground floor,0.02913,0.0345,0.06647,0.06899,1.68989,2.13609,0.06888,4.81037,1.29778,5.68,,
863,MALL,Room,I,U,1F,0.02969,0.13742,0.0592,0.04232,0.11551,0.09504,0.06098,0.15641,0.40712,0.491,,
864,MALL,Room,I,U,Ground floor,0.02918,0.0621,0.06472,0.03854,1.22567,1.1132,0.06659,0.23254,0.43036,1.731,,
865,MALL,Room,I,U,Ground floor,0.02628,0.1029,0.05924,0.0372,0.22677,0.25015,0.06063,0.24544,0.34156,0.557,,
866,MALL,Room,I,U,Ground floor,0.02643,0.06655,0.05918,0.03709,0.34173,0.49242,0.0608,0.18668,0.54276,0.838,,
867,MALL,Room,I,U,1F,0.05229,0.12028,0.11742,1.1881,1.62783,2.04818,0.12193,0.63425,0.54416,3,,
868,MALL,Room,I,U,Ground floor,0.03961,0.06005,0.09033,0.55184,2.00347,2.14906,0.09378,0.70236,0.29945,3.089,,
869,MALL,Room,I,U,1F,0.02692,0.10846,0.05933,0.11365,0.47385,0.42161,0.06095,0.87775,0.68613,1.295,,
870,MALL,Room,I,U,1F,0.02587,0.03515,0.05928,0.06472,0.08623,0.05817,0.0608,0.28776,0.27917,0.43,,
871,MALL,Room,I,U,1F,0.02608,0.03979,0.05912,0.27276,0.40696,0.32223,0.06062,0.86592,0.71783,1.272,,
872,MALL,Room,I,U,1F,0.02551,0.03642,0.05895,0.13423,0.0939,0.07472,0.0605,0.31105,0.29931,0.477,,
873,MALL,Room,I,U,1F,0.02581,0.03205,0.05879,0.14913,1.0217,1.08351,0.0605,2.9569,0.7809,3.406,,
874,MALL,Room,I,U,2F,0.0344,0.40314,0.05932,0.07724,0.35356,0.23139,0.06099,0.52253,0.57554,0.98,,
875,MALL,Grafeio,I,U,Ypogeio,0.02585,0.03321,0.05906,0.03484,0.13634,0.27949,0.06065,0.23845,0.1659,0.437,,
876,,,O,U,,0.02617,0.03524,0.05866,0.03485,0.04773,0.07736,0.06054,0.75354,0.16191,0.783,A.002.16.07.2020-COSMOTE_GEETHA,
877,,,I,U,6F,0.02636,0.05148,0.05886,0.03514,0.05738,0.02906,0.06058,0.53285,0.16131,0.571,,
878,,,I,U,1F,0.02574,0.0316,0.0589,0.03484,0.04714,0.65324,0.06052,1.122,0.16241,1.313,,
879,,,I,U,2F,0.02598,0.03113,0.05906,0.03499,0.04724,0.01852,0.06071,0.82599,0.16225,0.849,,
880,,,I,U,2F,0.02577,0.03076,0.05866,0.03482,0.04708,0.02142,0.06037,0.92299,0.16193,0.944,,
881,,,I,U,1F,0.02589,0.03095,0.05891,0.03495,0.50911,0.17655,0.06105,0.66083,0.16175,0.874,,
882,,,I,U,1F,0.02616,0.03106,0.05908,0.03495,0.04784,0.03222,0.06059,0.60589,0.16171,0.638,,
883,,,I,U,1F,0.02597,0.03077,0.05901,0.035,0.04997,0.49019,0.0606,0.66728,0.16447,0.852,,
884,,RT,O,U,4F,0.04066,0.0544,0.09303,0.0603,0.08824,0.18196,0.09667,4.33421,0.25943,4.35,A.003.21.07.2020-COSMOTE_GLYFADA,
885,,B,I,U,1F,0.02593,0.03308,0.05894,0.03578,0.09003,0.11728,0.06072,1.11835,0.20799,1.152,,
886,,B,I,U,2F,0.0261,0.03128,0.05901,0.03576,0.06226,0.05027,0.0607,0.88593,0.16215,0.91,,
887,,Street,O,U,,0.02595,0.03145,0.05897,0.03628,0.04938,0.05367,0.06059,0.62291,0.16392,0.656,,
888,,Street,O,U,,0.02618,0.0331,0.05888,0.03603,0.05553,0.05382,0.06055,0.09738,0.16277,0.228,,
889,,Street,O,U,,0.02564,0.03572,0.05919,0.03656,0.53152,0.57416,0.06261,0.38918,0.23315,0.91,,
890,,Street,O,U,,0.02611,0.03209,0.05897,0.03873,0.05546,0.03841,0.06061,0.10556,0.16895,0.234,,
891,,Street,O,U,,0.02577,0.03436,0.05884,0.03741,0.05089,0.03684,0.06036,0.09471,0.1671,0.226,,
892,,Street,O,U,,0.02596,0.03275,0.05921,0.03555,0.04934,0.03101,0.06057,0.09322,0.16442,0.222,,
893,,Street,O,U,,0.02598,0.0319,0.05891,0.03533,0.04999,0.11016,0.06053,0.18077,0.16302,0.29,,
894,,Street,O,U,,0.02616,0.03171,0.05902,0.0357,0.14981,0.04581,0.06063,0.12189,0.16511,0.277,,
895,,Street,O,U,,0.02599,0.03418,0.05907,0.038,0.06287,0.06882,0.06063,0.13382,0.16264,0.252,,
896,,Street,O,U,,0.0258,0.03286,0.05869,0.03685,0.08591,0.11218,0.06026,0.13491,0.16426,0.274,,
897,,RT,O,U,,0.05322,0.71357,0.06028,0.04553,1.88666,1.55637,0.06172,2.04073,2.36478,4.032,A.004.23.07.2020-COSMOTE_PALAIOFALHRO,
898,,RT,O,U,,0.09627,1.12015,0.08985,0.05766,1.5159,1.83451,0.09187,4.1927,4.15697,6.466,,
899,,RT,O,U,,0.06947,0.58242,0.10601,0.06527,1.27762,1.16286,0.10939,4.05939,1.95036,4.862,,
900,,Room,I,U,4F,0.03872,0.26492,0.05944,0.03624,0.17471,0.17973,0.06077,0.28702,0.20663,0.518,,
901,,Room,I,U,4F,0.06818,0.72782,0.06014,0.03583,0.16817,0.11215,0.06098,0.12885,0.16844,0.793,,
902,,Room,I,U,4F,0.05287,0.55894,0.06036,0.03657,0.12144,0.1047,0.06111,0.11366,0.17034,0.626,,
903,,Room,I,U,4F,0.0359,0.30424,0.05976,0.03564,0.14801,0.10714,0.06111,0.13294,0.17384,0.429,,
904,,Room,I,U,4F,0.0387,0.31124,0.05995,0.03629,0.28096,0.24232,0.06129,0.37602,0.30645,0.693,,
905,,Room,I,U,3F,0.03826,0.36734,0.05985,0.03627,0.21537,0.09743,0.06089,0.15822,0.19106,0.512,,
906,,Room,I,U,2F,0.04235,0.41128,0.05969,0.03603,0.13337,0.0637,0.06092,0.12655,0.20136,0.508,,
907,,Room,I,U,1F,0.0344,0.34022,0.05949,0.03543,0.18919,0.05858,0.061,0.12932,0.16785,0.458,,
908,,Street,O,U,,0.03974,0.38889,0.0596,0.03724,0.11989,0.06863,0.06082,0.15439,0.18575,0.489,,
909,,Street,O,U,,0.02909,0.1962,0.05924,0.03518,0.27066,0.14145,0.0608,0.28844,0.21951,0.522,,
910,,Street,O,U,,0.02986,0.15804,0.05875,0.03494,0.10282,0.08794,0.06024,0.21224,0.17868,0.36,,
911,,Street,O,U,,0.04096,0.47767,0.05962,0.03501,0.34167,0.17948,0.06081,0.25119,0.25452,0.718,,
912,,Street,O,U,,0.06948,0.81483,0.06013,0.03588,0.09063,0.03674,0.06107,0.09096,0.1678,0.851,A.005.03.09.2020-COSMOTE_ILIOUPOLI,
913,,Street,O,U,,0.04921,0.48157,0.0595,0.03617,0.11262,0.06324,0.0609,0.1279,0.162,0.55,,
914,,Street,O,U,,0.03635,0.16185,0.05987,0.03533,0.0846,0.07909,0.06118,0.17289,0.16202,0.325,,
915,,Street,O,U,,0.02832,0.20608,0.0592,0.03531,0.06033,0.10954,0.06112,0.20527,0.16302,0.369,,
916,,Street,O,U,,0.03567,0.26436,0.06039,0.03682,0.06923,0.08898,0.06152,1.60997,0.32564,1.671,,
917,,Street,O,U,,0.03164,0.25408,0.0587,0.03522,0.05682,0.06891,0.06063,0.14102,0.1609,0.357,,
918,,Street,O,U,,0.05021,0.6206,0.05916,0.03542,0.07439,0.25529,0.06081,0.43836,0.16099,0.828,,
919,,Street,O,U,,0.02704,0.10209,0.05857,0.03463,0.05427,0.03474,0.06062,0.15578,0.16059,0.271,,
